tile,role,num_aircraft,num_engines,propulsion,wing_type,wing_position
115_10400100067A5900_tile_442.png,Military Fighter/Interceptor/Attack,1,2.0,jet,swept,mid/low mounted
66_1040010037570000_tile_83.png,Military Fighter/Interceptor/Attack,7,1.0,jet,swept,mid/low mounted
127_1040010022BC3B00_tile_513.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
81_1040010036B67400_tile_399.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
127_104001002B3BB400_tile_711.png,Military Fighter/Interceptor/Attack,1,1.0,jet,straight,mid/low mounted
1_104005000FDC8D00_tile_14.png,Military Fighter/Interceptor/Attack,5,2.0,jet,swept,mid/low mounted
26_1040010011C6F000_tile_1577.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
26_104001002E574100_tile_2001.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
26_104001002E574100_tile_2000.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
81_104001003AD0B700_tile_458.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
115_104001004B8E2D00_tile_1039.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
66_104001002227AF00_tile_89.png,Military Fighter/Interceptor/Attack,3,1.0,jet,delta,mid/low mounted
114_104001000A497900_tile_140.png,Military Fighter/Interceptor/Attack,3,2.0,jet,variable swept,high mounted
26_104001001CD3B900_tile_1870.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
1_104005000FDC8D00_tile_38.png,Military Fighter/Interceptor/Attack,11,2.0,jet,swept,mid/low mounted
52_1040010039815D00_tile_527.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
1_104005000FDC8D00_tile_36.png,Military Fighter/Interceptor/Attack,2,2.0,jet,swept,mid/low mounted
115_10400100067A5900_tile_693.png,Military Fighter/Interceptor/Attack,4,1.0,jet,swept,mid/low mounted
91_1040010039040600_tile_157.png,Military Fighter/Interceptor/Attack,1,1.0,jet,straight,mid/low mounted
52_1040010019854C00_tile_585.png,Military Fighter/Interceptor/Attack,2,1.0,jet,swept,mid/low mounted
47_104001001D2C7A00_tile_86.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
52_1040010019854C00_tile_613.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
115_104001004B8E2D00_tile_986.png,Military Fighter/Interceptor/Attack,2,1.0,jet,straight,mid/low mounted
54_1040010024086400_tile_478.png,Military Fighter/Interceptor/Attack,1,2.0,propeller,straight,mid/low mounted
81_1040010036B67400_tile_375.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
81_1040010032B86F00_tile_375.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
47_10400100042D9600_tile_116.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
83_1040010032B86F00_tile_115.png,Military Fighter/Interceptor/Attack,4,2.0,jet,swept,mid/low mounted
115_104001004B8E2D00_tile_677.png,Military Fighter/Interceptor/Attack,3,2.0,jet,swept,mid/low mounted
83_1040010032B86F00_tile_133.png,Military Fighter/Interceptor/Attack,11,2.0,jet,straight,mid/low mounted
